Date,Close,High,Low,Open,Volume,log_return,realized_vol,log_rv
2019-02-04,2724.8701171875,2724.989990234375,2698.75,2706.489990234375,3369450000,0.006753381117479676,0.18063642937899857,-1.7112689452785887
2019-02-05,2737.699951171875,2738.97998046875,2724.030029296875,2728.340087890625,3597620000,0.0046973704373502,0.14900740433484663,-1.9037592807488994
2019-02-06,2731.610107421875,2738.080078125,2724.14990234375,2735.050048828125,3486590000,-0.0022269157175087858,0.11078178560863648,-2.20019290799619
2019-02-07,2706.050048828125,2719.320068359375,2687.260009765625,2717.530029296875,4114040000,-0.009401193202230233,0.11814408856906812,-2.1358503098716146
2019-02-08,2707.8798828125,2708.070068359375,2681.830078125,2692.360107421875,3649510000,0.0006759725660127,0.11569371536917175,-2.1568089645882083
2019-02-11,2709.800048828125,2718.050048828125,2703.7900390625,2712.39990234375,3395330000,0.0007088518038183947,0.11563108042690894,-2.1573504970562514
2019-02-12,2744.72998046875,2748.18994140625,2722.610107421875,2722.610107421875,3843020000,0.012807852902838604,0.1209567694176369,-2.112322074764413
2019-02-13,2753.030029296875,2761.85009765625,2748.6298828125,2750.300048828125,3684910000,0.0030194315937109753,0.12059300115442668,-2.1153340299184475
2019-02-14,2745.72998046875,2757.89990234375,2731.22998046875,2743.5,3845390000,-0.0026551633836986214,0.11883918253589709,-2.129984107106297
2019-02-15,2775.60009765625,2775.659912109375,2760.239990234375,2760.239990234375,3648680000,0.010820004664957538,0.11896393154835248,-2.1289349280458865
2019-02-19,2779.760009765625,2787.330078125,2767.2900390625,2769.280029296875,3535270000,0.0014976213265920058,0.1190306156805902,-2.1283745443332407
2019-02-20,2784.699951171875,2789.8798828125,2774.06005859375,2779.050048828125,3904830000,0.00177553356074094,0.11783293918149844,-2.1384874273135694
2019-02-21,2774.8798828125,2781.580078125,2764.550048828125,2780.239990234375,3598260000,-0.0035326693258413886,0.11322983640527463,-2.1783355754574214
2019-02-22,2792.669921875,2794.199951171875,2779.110107421875,2780.669921875,3429350000,0.006390638694710404,0.09887834983719515,-2.3138649739517048
2019-02-25,2796.110107421875,2813.489990234375,2794.989990234375,2804.35009765625,3860260000,0.0012311044497517107,0.09898887517551765,-2.3127478071262177
2019-02-26,2793.89990234375,2803.1201171875,2789.469970703125,2792.360107421875,3676200000,-0.0007907696728402984,0.0995888961085455,-2.3067046054604434
2019-02-27,2792.3798828125,2795.760009765625,2775.1298828125,2787.5,3771790000,-0.0005441974362980739,0.09781303831485227,-2.3246973947243834
2019-02-28,2784.489990234375,2793.72998046875,2782.510009765625,2788.110107421875,4445780000,-0.002829507598950442,0.09299044297073095,-2.375258554865019
2019-03-01,2803.68994140625,2808.02001953125,2787.3798828125,2798.219970703125,3994950000,0.006871656588713028,0.09316444176961401,-2.3733891561672853
2019-03-04,2792.81005859375,2816.8798828125,2767.659912109375,2814.3701171875,3949730000,-0.003888107395255168,0.08407347225636011,-2.4760641927209006
2019-03-05,2789.64990234375,2796.43994140625,2782.969970703125,2794.409912109375,3631380000,-0.001132173489706859,0.08114744104816457,-2.5114875191211397
2019-03-06,2771.449951171875,2790.27001953125,2768.68994140625,2790.27001953125,3800180000,-0.00654547360412503,0.08551050627883117,-2.4591160301344415
2019-03-07,2748.929931640625,2767.25,2739.090087890625,2766.530029296875,3932150000,-0.008158911138331157,0.08847525030717417,-2.425032423625771
2019-03-08,2743.070068359375,2744.1298828125,2722.27001953125,2730.7900390625,3424300000,-0.0021339641314536495,0.08750880356648665,-2.4360158784912165
2019-03-11,2783.300048828125,2784.0,2747.610107421875,2747.610107421875,3764850000,0.014559535563489445,0.09976199338621751,-2.30496799599145
2019-03-12,2791.52001953125,2798.320068359375,2786.72998046875,2787.340087890625,3432340000,0.002948965727805163,0.09306160696788807,-2.3744935646308227
2019-03-13,2810.919921875,2821.239990234375,2799.780029296875,2799.780029296875,3782250000,0.0069255467570192835,0.09485372192710888,-2.3554193432327817
2019-03-14,2808.47998046875,2815.0,2803.4599609375,2810.3798828125,3505670000,-0.0008683993315961826,0.09520057763338209,-2.3517692696256822
2019-03-15,2822.47998046875,2830.72998046875,2810.7900390625,2810.7900390625,5969780000,0.0049725194084307206,0.08754209296196913,-2.4356355388694952
2019-03-18,2832.93994140625,2835.409912109375,2821.989990234375,2822.610107421875,3620770000,0.0036990967989080333,0.0877351189676085,-2.433433015431943
2019-03-19,2832.570068359375,2852.419921875,2823.27001953125,2840.760009765625,3650740000,-0.00013057007992675946,0.08678005343936127,-2.444378482809388
2019-03-20,2824.22998046875,2843.5400390625,2812.429931640625,2831.340087890625,3779160000,-0.002948696740769673,0.0812067556224014,-2.5107568379549954
2019-03-21,2854.8798828125,2860.31005859375,2817.3798828125,2819.719970703125,3612620000,0.010794015494689354,0.08799128562767217,-2.4305174963656944
2019-03-22,2800.7099609375,2846.159912109375,2800.469970703125,2844.52001953125,4253730000,-0.019156827134273257,0.11170655005169823,-2.191879934951214
2019-03-25,2798.360107421875,2809.7900390625,2785.02001953125,2796.010009765625,3406110000,-0.000839372833310059,0.1109786033281234,-2.1984178590606405
2019-03-26,2818.4599609375,2829.8701171875,2803.989990234375,2812.659912109375,3288570000,0.007157052947934055,0.11150552792794884,-2.193681111481766
2019-03-27,2805.3701171875,2825.56005859375,2787.719970703125,2819.719970703125,3422400000,-0.00465514327659887,0.11276288971746162,-2.18246798591435
2019-03-28,2815.43994140625,2819.7099609375,2798.77001953125,2809.39990234375,3185460000,0.0035830547152617266,0.11329525333841295,-2.177758006455852
2019-03-29,2834.39990234375,2836.030029296875,2819.22998046875,2828.27001953125,3752520000,0.006711706043324668,0.11525326616448332,-2.1606232576849633
2019-04-01,2867.18994140625,2869.39990234375,2848.6298828125,2848.6298828125,3560090000,0.011502195518044496,0.12012199919347942,-2.119247392703146
2019-04-02,2867.239990234375,2872.89990234375,2858.75,2868.239990234375,3267210000,1.7455554858152623e-05,0.1185574991377882,-2.1323572112989715
2019-04-03,2873.39990234375,2885.25,2865.169921875,2876.090087890625,3570000000,0.002146072420089187,0.11731298537028,-2.14290982723082
2019-04-04,2879.389892578125,2881.280029296875,2867.139892578125,2873.989990234375,3038740000,0.0020824652429942735,0.11701963689821841,-2.1454135215304806
2019-04-05,2892.739990234375,2893.239990234375,2882.989990234375,2884.159912109375,3155970000,0.004625717623099122,0.113939951952107,-2.1720837066246665
2019-04-08,2895.77001953125,2895.949951171875,2880.780029296875,2888.4599609375,3056460000,0.0010469117505236662,0.10826015155754651,-2.223218137673896
2019-04-09,2878.199951171875,2886.8798828125,2873.330078125,2886.580078125,3032480000,-0.0060859764356695385,0.11102216643438732,-2.1980253999996227
2019-04-10,2888.2099609375,2889.7099609375,2879.1298828125,2881.3701171875,3092230000,0.003471837754499924,0.10218315071155476,-2.280988480640458
2019-04-11,2888.320068359375,2893.419921875,2881.989990234375,2891.919921875,2970650000,3.8122340342693696e-05,0.1022248812365447,-2.2805801745169463
2019-04-12,2907.409912109375,2910.5400390625,2898.3701171875,2900.860107421875,3726050000,0.0065875783895457275,0.10201778385481172,-2.2826081293775635
2019-04-15,2905.580078125,2909.60009765625,2896.47998046875,2908.320068359375,3114530000,-0.0006295672443571088,0.10195347166150986,-2.2832387299518477
2019-04-16,2907.06005859375,2916.06005859375,2900.7099609375,2912.260009765625,3403120000,0.0005092283251399622,0.10126964941694919,-2.2899685235087603
2019-04-17,2900.449951171875,2918.0,2895.449951171875,2916.0400390625,3648100000,-0.0022764008207388597,0.10161950588873865,-2.2865197751710347
2019-04-18,2905.030029296875,2908.39990234375,2891.89990234375,2904.81005859375,3507100000,0.0015778468242496745,0.1015416673320428,-2.2872860491521365
2019-04-22,2907.969970703125,2909.510009765625,2896.35009765625,2898.780029296875,3010130000,0.0010115058169329091,0.10050358228534627,-2.29756190748795
2019-04-23,2933.679931640625,2936.31005859375,2908.530029296875,2909.989990234375,3674480000,0.008802351174995391,0.09845780647407827,-2.3181271832459904
